Series,Model,Alpha_m,Alpha_ann,Alpha_t,Alpha_p,R2,N,beta_Mkt-RF,t_Mkt-RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_RMW,t_RMW,beta_CMA,t_CMA,beta_UMD,t_UMD
GROSS,CAPM,3.7537913624947794e-05,0.00045054797540555747,0.010633018513815285,0.9915162385572727,0.11209250871503196,226,-0.43227876514177244,-3.3151863762875258,,,,,,,,,,
GROSS,FF3,-0.0018122735140120934,-0.0215318201800363,-0.48785373212983496,0.6256534488076557,0.2347955568149619,226,-0.31654778594607097,-2.954923504560872,-0.2551292519912686,-2.0639877970173695,-0.5487651534585903,-3.291604778140275,,,,,,
GROSS,FF5,-0.0024108650578415856,-0.02854983696637836,-0.5992515196891853,0.5490051715870193,0.24090790607906698,226,-0.28876497994979505,-2.846283484425221,-0.22367480324242583,-1.474215553646513,-0.673520508386959,-4.034607148897127,0.03129712329967951,0.1717196759369701,0.3088545768091176,1.202622967024258,,
GROSS,FF5+UMD,-0.004579064855439919,-0.05358580799446111,-2.518039270858672,0.011801016260485823,0.8106207136972177,226,-0.0006251094261313546,-0.00886984467450496,0.0016430362852951066,0.023301671353241564,-0.05468140925954865,-0.5459389224519618,0.09827327256148531,0.7807524793463883,-0.25066134290711933,-2.1298366187323228,1.150387083639013,17.035593063086445
NET,CAPM,-0.0005565917110698802,-0.006658691993778776,-0.15761114525736425,0.8747632207052533,0.11218720796842863,226,-0.4324211630283831,-3.317231342604992,,,,,,,,,,
NET,FF3,-0.002406954328567058,-0.028504136863545804,-0.6476913488505881,0.5171846007746592,0.23500383303243821,226,-0.3166663520839167,-2.957853418694331,-0.2551055627609297,-2.0658152722023946,-0.5490225732935504,-3.294092646885339,,,,,,
NET,FF5,-0.003005629491502541,-0.03547725582653327,-0.7466960403340048,0.4552470604698148,0.24111859488236864,226,-0.288880579595128,-2.8495146172238104,-0.22364626599757365,-1.4752505851155417,-0.6737910100397015,-4.037374760435217,0.03130626188925668,0.17179546677908777,0.30888574652941647,1.202639520597362,,
NET,FF5+UMD,-0.005173566096725833,-0.060346363974570494,-2.845562339001606,0.004433308087558853,0.8107989121147132,226,-0.0007756856529356451,-0.011019650815943902,0.0016442227586039217,0.023352838670447285,-0.05502703024974679,-0.5498733899918643,0.09827428108306083,0.7818956059067185,-0.2505622549424103,-2.1298849936727544,1.1502474410151673,17.04362030943286
