Series,N,Mean (m),Vol (m),Sharpe (2% rf),Ann Return,Ann Vol,Skew,Kurtosis,Max DD
Strategy (net),226,-0.002943869572376814,0.05908307956304472,-0.26943600288611597,-0.03476003035828268,0.20466979134165567,-1.07724998882179,3.9339388856477675,-0.8200568727051281
US Market,226,0.009507522123893795,0.045653299124422016,0.5960966197658931,0.12024937967989646,0.15814766723327733,-0.5515163912672227,1.1795169127280016,-0.5030641442636926
