date,strategy_gross
2011-02-28,0.000800547182321548
2011-03-31,0.012985499420702467
2011-04-30,-0.027708449184967864
2011-05-31,-0.004644208358075452
2011-06-30,0.03948940544460071
2011-07-31,0.0505416195745997
2011-08-31,0.019941500277335763
2011-09-30,0.0012483395248550876
2011-10-31,0.030629684294764318
2011-11-30,0.036926845944225406
2011-12-31,0.006816658420584107
2012-01-31,-0.09706699060503951
2012-02-29,-0.023661439710434953
2012-03-31,0.02269813958329233
2012-04-30,0.09835911499502706
2012-05-31,0.0579161352653692
2012-06-30,-0.040345114324176416
2012-07-31,0.039096231372821234
2012-08-31,-0.02613501754484356
2012-09-30,-0.018551445703316332
2012-10-31,-0.015568822476137148
2012-11-30,0.034316934608666146
2012-12-31,-0.03580521308633416
2013-01-31,-0.0002881781191598626
2013-02-28,0.022517442338574535
2013-03-31,0.020459408369291294
2013-04-30,-0.011191225657960352
2013-05-31,-0.001074606942108169
2013-06-30,-0.012329214332449358
2013-07-31,0.03881698383726834
2013-08-31,-0.018159195912658434
2013-09-30,0.021287697938435535
2013-10-31,0.019281293439796815
2013-11-30,0.05254396646233145
2013-12-31,-0.014355181329759036
2014-01-31,-0.01622196145257216
2014-02-28,0.022233267849079585
2014-03-31,-0.021629470823383876
2014-04-30,-0.05017715366055828
2014-05-31,0.03077056074322607
2014-06-30,0.0031647312921678347
2014-07-31,-0.013806622725790214
2014-08-31,-0.008593961675026376
2014-09-30,0.007278125900387324
2014-10-31,-0.023490363480549652
2014-11-30,-0.005722579403263634
2014-12-31,-0.0033920362610434344
2015-01-31,0.05474871004140737
2015-02-28,-0.062087198190097066
2015-03-31,0.04248727680214533
2015-04-30,-0.10271451281848445
2015-05-31,0.08568711365332507
2015-06-30,0.028461388226448635
2015-07-31,0.12227089932172619
2015-08-31,-0.00497139212297196
2015-09-30,0.07871649994512339
2015-10-31,-0.032410984041575115
2015-11-30,0.011431608057925188
2015-12-31,0.06290607671118253
2016-01-31,-0.006110489831334033
2016-02-29,-0.04954701751833562
2016-03-31,-0.06339806332112992
2016-04-30,-0.10336809098847048
2016-05-31,0.022891967773362998
2016-06-30,0.05574428823189903
2016-07-31,-0.035197601663456
2016-08-31,-0.07348395391099438
2016-09-30,-0.00752681288646374
2016-10-31,-0.005584568898906102
2016-11-30,-0.0590660980660134
2016-12-31,-0.0025479981068976185
2017-01-31,-0.006899006475540202
2017-02-28,-0.01588986402818063
2017-03-31,0.010928391618510499
2017-04-30,-0.007322177768448617
2017-05-31,0.05309973589877395
2017-06-30,-0.042616125828078576
2017-07-31,0.037008289473953335
2017-08-31,0.027699160890620664
2017-09-30,0.023420731636013686
2017-10-31,0.08571605676410265
2017-11-30,-0.06323268880148096
2017-12-31,-0.02928969933871089
2018-01-31,0.047600489894239845
2018-02-28,0.023538314174321652
2018-03-31,0.0026890827462639315
2018-04-30,-0.021736926029905724
2018-05-31,0.031821295732751276
2018-06-30,-0.061924835740152194
2018-07-31,0.006249646171281356
2018-08-31,0.055464767291094993
2018-09-30,0.0057817392780175605
2018-10-31,-0.06050594478411627
2018-11-30,-0.010649025287635233
2018-12-31,0.01920340081060387
2019-01-31,-0.08248764889079209
2019-02-28,0.010768914173749568
2019-03-31,0.026290193288902048
2019-04-30,-0.03448962529539537
2019-05-31,0.12009080120266237
2019-06-30,-0.06352364147110974
2019-07-31,0.009306199584102736
2019-08-31,0.11641822675325718
2019-09-30,-0.10357974268287305
2019-10-31,-0.023715205998036847
2019-11-30,-0.07340486709550967
2019-12-31,-0.05000321974033608
2020-01-31,0.059386004936231834
2020-02-29,0.01867035170324559
2020-03-31,0.13428063860827016
2020-04-30,-0.08906496797956975
2020-05-31,0.07428705289107373
2020-06-30,-0.05623325809661001
2020-07-31,0.07882134422984999
2020-08-31,-0.04577012361132528
2020-09-30,0.024891176061753343
2020-10-31,0.0032770018164862682
2020-11-30,-0.19440778515237145
2020-12-31,-0.01567809263166115
2021-01-31,-0.018895350825908992
2021-02-28,-0.15110745528317207
2021-03-31,-0.03163139681853245
2021-04-30,-0.010118988240087157
2021-05-31,0.02893337287266281
2021-06-30,-0.035216852653685446
2021-07-31,-0.025214040081339904
2021-08-31,0.029345149848989817
2021-09-30,0.01848758808107556
2021-10-31,0.049569580832171514
2021-11-30,-0.012017933374810209
2021-12-31,-0.056985131013312956
2022-01-31,-0.028558754242389392
2022-02-28,0.023642906744225797
2022-03-31,0.02382624237255471
2022-04-30,0.024512037148842418
2022-05-31,0.05295472702523601
2022-06-30,0.03337762106519256
2022-07-31,-0.0536645123704004
2022-08-31,0.05449952580336786
2022-09-30,0.04225558943443707
2022-10-31,0.06207426372960394
2022-11-30,-0.07441479478059831
2022-12-31,0.029081452696172773
2023-01-31,-0.1538022837791072
2023-02-28,0.006288773731387707
2023-03-31,-0.02356194386859731
2023-04-30,0.00788662070162842
2023-05-31,0.006884543052650677
2023-06-30,-0.016206305027749016
2023-07-31,-0.09473054524575716
2023-08-31,0.03250267118488171
2023-09-30,0.007084747995773813
2023-10-31,0.016574027996948786
2023-11-30,0.01307003736795842
2023-12-31,-0.06427510419365196
2024-01-31,0.07533142836529158
2024-02-29,0.05676060751239938
2024-03-31,-0.010305275666650463
2024-04-30,0.01706540849649279
2024-05-31,0.011568688245921464
2024-06-30,0.07043234939050619
2024-07-31,-0.03745090161239646
2024-08-31,0.03689183572636692
2024-09-30,0.00597411013567614
2024-10-31,0.027370373818735836
2024-11-30,0.016766141008723735
2024-12-31,-0.01861495654061737
